id,County,State,Event,Date,Households,Participants
17037,DeKalb County,IL,Leaving Footprints in the Ancient Southwest with Ben Bellorado,2020-07-09,1,1
17037,DeKalb County,IL,Four Corners Lecture Series Presents Languages of the Landscape: The Cedar Mesa Perishables Project,2020-07-23,2,2
17037,DeKalb County,IL,Four Corners Lecture Series Presents Robert Weiner,2020-08-13,1,1
17037,DeKalb County,IL,Why Do We Call Them Kivas?,2020-08-27,1,1
17037,DeKalb County,IL,Exploring the Interplay between Climate and People in the Ancient US Southwest,2020-09-03,1,1
17037,DeKalb County,IL,"Worlds Forever Changed The Vázquez de Coronado Expedition to Central New Mexico, 1540-1542",2020-09-10,1,1
17037,DeKalb County,IL,Exploring Social Environments in the Southeast and Southwest with Catherine Cameron,2020-09-17,1,1
17037,DeKalb County,IL,Four Corners Lecture Series presents Ute History with Rebecca Hammond,2020-09-24,1,1
17037,DeKalb County,IL,Color in the Ancestral Pueblo Southwest with Dr. Marit Munson,2020-10-01,1,1
17037,DeKalb County,IL,Four Corners Lecture Series presents CCAC: Making History in the Mesa Verde Region,2020-10-08,1,1
17037,DeKalb County,IL,"Studying Casas Grandes Ceramics from the Midwest to Chihuahua, Mexico with Samantha Bomkamp",2020-10-15,1,1
17037,DeKalb County,IL,San Juan Red Ware & Social Networks across the Southwest with Robert Bischoff,2020-10-22,1,1
17037,DeKalb County,IL,An Embarrassment of Riches: Large Tree-Ring Datasets and the Reconstruction of Pre-Columbian History,2020-10-29,1,1
17037,DeKalb County,IL,Pueblo Archaeological & Historical Society presents The Archaeology of Rock Art w/ Dr. Loendorf,2020-11-05,1,1
17037,DeKalb County,IL,How Prevalent Was Ancestral Pueblo Garden Hunting? with Jonathan Dombrosky,2020-11-19,1,1
17037,DeKalb County,IL,"Pueblo Archaeological & Historical Society presents Barger Gulch, A Folsom Campsite w/ Dr. Surovell",2020-12-03,1,1
17037,DeKalb County,IL,Seasons of Navajo II with William Tsosie Jr.,2021-01-07,1,1
36025,Delaware County,NY,Discover Archaeology: Updates from the Northern Chaco Outliers Project,2020-03-26,1,1
36025,Delaware County,NY,Four Corners Lecture Series Presents Dr. Kellam Throgmorton,2020-04-07,1,1
36025,Delaware County,NY,Discover Archaeology: Pueblo Farming Project Webinar with Mark Varien and Paul Ermigiotti,2020-04-16,1,1
36025,Delaware County,NY,Southwest Indian Arts Webinar: Origins and Revivals,2020-04-28,1,1
36025,Delaware County,NY,"Discover Archaeology: ""The T-Door is an Enigma..."" with Dr. Steve Lekson",2020-04-30,1,1
36025,Delaware County,NY,Four Corners Lecture Series Presents Kevin Jones (Standing on the Walls of Time) webinar,2020-05-05,1,1
36025,Delaware County,NY,Friends of Cedar Mesa Presents Shanna Diederichs and Meadow Coldon,2020-05-12,1,1
36025,Delaware County,NY,Digitizing the Past: Recent 3D Modeling at Crow Canyon with Grant Coffey,2020-05-21,1,1
36025,Delaware County,NY,Four Corners Lecture Series Presents Edward Box III,2020-05-28,1,1
36025,Delaware County,NY,"Mimbres: Dimples, Slip-Slop, and Clapboard – What They Are and Why They Matter with Dr. Steve Lekson",2020-06-11,1,1
36025,Delaware County,NY,Wild Wisdom: Essential Food and Medicine of the Land,2020-06-18,1,1
36025,Delaware County,NY,Four Corners Lecture Series Presents Michelle Turner: Archaeology of the Aztec North Great House,2020-06-25,1,1
36025,Delaware County,NY,The Archaeology of Food and Social Transformation with Sarah Oas,2020-07-02,1,1
36025,Delaware County,NY,Leaving Footprints in the Ancient Southwest with Ben Bellorado,2020-07-09,1,1
36025,Delaware County,NY,Historic Influences in Contemporary Pueblo Pottery with Charles King,2020-07-16,1,1
36025,Delaware County,NY,Four Corners Lecture Series Presents Languages of the Landscape: The Cedar Mesa Perishables Project,2020-07-23,1,1
36025,Delaware County,NY,New Approaches to Old Questions in Fremont Archaeology with Katie Richards,2020-07-30,1,1
36025,Delaware County,NY,Four Corners Lecture Series Presents Dr. Jim Allison,2020-08-06,1,1
36025,Delaware County,NY,Four Corners Lecture Series Presents Robert Weiner,2020-08-13,1,1
36025,Delaware County,NY,Four Corners Lecture Series Presents Genevieve Woodhead,2020-08-20,1,1
36025,Delaware County,NY,Why Do We Call Them Kivas?,2020-08-27,1,1
36025,Delaware County,NY,Exploring Social Environments in the Southeast and Southwest with Catherine Cameron,2020-09-17,1,1
36025,Delaware County,NY,Four Corners Lecture Series presents Ute History with Rebecca Hammond,2020-09-24,2,2
36025,Delaware County,NY,Color in the Ancestral Pueblo Southwest with Dr. Marit Munson,2020-10-01,1,1
36025,Delaware County,NY,Four Corners Lecture Series presents CCAC: Making History in the Mesa Verde Region,2020-10-08,1,1
36025,Delaware County,NY,"Studying Casas Grandes Ceramics from the Midwest to Chihuahua, Mexico with Samantha Bomkamp",2020-10-15,1,1
36025,Delaware County,NY,San Juan Red Ware & Social Networks across the Southwest with Robert Bischoff,2020-10-22,1,1
36025,Delaware County,NY,An Embarrassment of Riches: Large Tree-Ring Datasets and the Reconstruction of Pre-Columbian History,2020-10-29,1,1
36025,Delaware County,NY,Pueblo Archaeological & Historical Society presents The Archaeology of Rock Art w/ Dr. Loendorf,2020-11-05,1,1
36025,Delaware County,NY,"Pueblo Archaeological & Historical Society presents Barger Gulch, A Folsom Campsite w/ Dr. Surovell",2020-12-03,1,1
39041,Delaware County,OH,Discover Archaeology: Updates from the Northern Chaco Outliers Project,2020-03-26,1,1
39041,Delaware County,OH,Discover Archaeology: Pueblo Farming Project Webinar with Mark Varien and Paul Ermigiotti,2020-04-16,1,1
39041,Delaware County,OH,Southwest Indian Arts Webinar: Origins and Revivals,2020-04-28,1,1
39041,Delaware County,OH,"Discover Archaeology: ""The T-Door is an Enigma..."" with Dr. Steve Lekson",2020-04-30,1,1
39041,Delaware County,OH,Four Corners Lecture Series Presents Genevieve Woodhead,2020-08-20,1,1
39041,Delaware County,OH,"Worlds Forever Changed The Vázquez de Coronado Expedition to Central New Mexico, 1540-1542",2020-09-10,1,1
42045,Delaware County,PA,Friends of Cedar Mesa Presents Shanna Diederichs and Meadow Coldon,2020-05-12,1,1
42045,Delaware County,PA,Four Corners Lecture Series Presents Edward Box III,2020-05-28,1,1
42045,Delaware County,PA,Four Corners Lecture Series Presents Robert Weiner,2020-08-13,1,1
42045,Delaware County,PA,Why Do We Call Them Kivas?,2020-08-27,1,1
42045,Delaware County,PA,"Worlds Forever Changed The Vázquez de Coronado Expedition to Central New Mexico, 1540-1542",2020-09-10,1,1
42045,Delaware County,PA,Phiogeh: A Classic Period Tewa Community in New Mexico with Patrick Cruz,2020-11-12,1,1
08029,Delta County,CO,Discover Archaeology: Updates from the Northern Chaco Outliers Project,2020-03-26,1,1
08029,Delta County,CO,Four Corners Lecture Series Presents Dr. Kellam Throgmorton,2020-04-07,1,1
08029,Delta County,CO,Discover Archaeology: Flintknapping Demonstration by Tyson Hughes,2020-04-09,2,2
08029,Delta County,CO,Discover Archaeology: Pueblo Farming Project Webinar with Mark Varien and Paul Ermigiotti,2020-04-16,1,1
08029,Delta County,CO,Discover Archaeology: Food Webs with Dr. Stefani Crabtree,2020-04-23,1,1
08029,Delta County,CO,Southwest Indian Arts Webinar: Origins and Revivals,2020-04-28,1,1
08029,Delta County,CO,"Discover Archaeology: ""The T-Door is an Enigma..."" with Dr. Steve Lekson",2020-04-30,1,1
08029,Delta County,CO,Four Corners Lecture Series Presents Kevin Jones (Standing on the Walls of Time) webinar,2020-05-05,1,1
08029,Delta County,CO,Friends of Cedar Mesa Presents Shanna Diederichs and Meadow Coldon,2020-05-12,1,1
08029,Delta County,CO,Digitizing the Past: Recent 3D Modeling at Crow Canyon with Grant Coffey,2020-05-21,1,1
08029,Delta County,CO,Four Corners Lecture Series Presents Edward Box III,2020-05-28,1,1
08029,Delta County,CO,"Mimbres: Dimples, Slip-Slop, and Clapboard – What They Are and Why They Matter with Dr. Steve Lekson",2020-06-11,1,1
08029,Delta County,CO,Wild Wisdom: Essential Food and Medicine of the Land,2020-06-18,4,4
08029,Delta County,CO,Four Corners Lecture Series Presents Michelle Turner: Archaeology of the Aztec North Great House,2020-06-25,2,2
08029,Delta County,CO,Leaving Footprints in the Ancient Southwest with Ben Bellorado,2020-07-09,2,2
08029,Delta County,CO,Historic Influences in Contemporary Pueblo Pottery with Charles King,2020-07-16,1,1
08029,Delta County,CO,New Approaches to Old Questions in Fremont Archaeology with Katie Richards,2020-07-30,1,1
08029,Delta County,CO,Four Corners Lecture Series Presents Dr. Jim Allison,2020-08-06,1,1
08029,Delta County,CO,Four Corners Lecture Series Presents Robert Weiner,2020-08-13,1,1
08029,Delta County,CO,Four Corners Lecture Series Presents Genevieve Woodhead,2020-08-20,1,1
08029,Delta County,CO,Why Do We Call Them Kivas?,2020-08-27,1,1
08029,Delta County,CO,Exploring the Interplay between Climate and People in the Ancient US Southwest,2020-09-03,1,1
08029,Delta County,CO,"Worlds Forever Changed The Vázquez de Coronado Expedition to Central New Mexico, 1540-1542",2020-09-10,1,1
08029,Delta County,CO,Exploring Social Environments in the Southeast and Southwest with Catherine Cameron,2020-09-17,1,1
08029,Delta County,CO,Four Corners Lecture Series presents Ute History with Rebecca Hammond,2020-09-24,2,2
08029,Delta County,CO,Four Corners Lecture Series presents CCAC: Making History in the Mesa Verde Region,2020-10-08,1,1
08029,Delta County,CO,"Studying Casas Grandes Ceramics from the Midwest to Chihuahua, Mexico with Samantha Bomkamp",2020-10-15,1,1
08029,Delta County,CO,San Juan Red Ware & Social Networks across the Southwest with Robert Bischoff,2020-10-22,2,2
08029,Delta County,CO,An Embarrassment of Riches: Large Tree-Ring Datasets and the Reconstruction of Pre-Columbian History,2020-10-29,2,2
08029,Delta County,CO,Pueblo Archaeological & Historical Society presents The Archaeology of Rock Art w/ Dr. Loendorf,2020-11-05,2,2
08029,Delta County,CO,Phiogeh: A Classic Period Tewa Community in New Mexico with Patrick Cruz,2020-11-12,1,1
08029,Delta County,CO,How Prevalent Was Ancestral Pueblo Garden Hunting? with Jonathan Dombrosky,2020-11-19,3,3
08029,Delta County,CO,"Pueblo Archaeological & Historical Society presents Barger Gulch, A Folsom Campsite w/ Dr. Surovell",2020-12-03,2,2
29065,Dent County,MO,"Pueblo Archaeological & Historical Society presents Barger Gulch, A Folsom Campsite w/ Dr. Surovell",2020-12-03,2,2
48121,Denton County,TX,Historic Influences in Contemporary Pueblo Pottery with Charles King,2020-07-16,2,2
48121,Denton County,TX,Four Corners Lecture Series Presents Dr. Jim Allison,2020-08-06,1,1
08031,Denver County,CO,Climate and Culture Online Seminar,2020-01-24,3,3
08031,Denver County,CO,Discover Archaeology: Updates from the Northern Chaco Outliers Project,2020-03-26,14,14
08031,Denver County,CO,The Art of Weaving: A Crow Canyon Webinar,2020-04-01,2,2
08031,Denver County,CO,Four Corners Lecture Series Presents Dr. Kellam Throgmorton,2020-04-07,7,7
08031,Denver County,CO,Discover Archaeology: Flintknapping Demonstration by Tyson Hughes,2020-04-09,5,5
08031,Denver County,CO,Discover Archaeology: Pueblo Farming Project Webinar with Mark Varien and Paul Ermigiotti,2020-04-16,8,8
08031,Denver County,CO,Discover Archaeology: Food Webs with Dr. Stefani Crabtree,2020-04-23,8,8
08031,Denver County,CO,Southwest Indian Arts Webinar: Origins and Revivals,2020-04-28,16,16
08031,Denver County,CO,"Discover Archaeology: ""The T-Door is an Enigma..."" with Dr. Steve Lekson",2020-04-30,20,20
08031,Denver County,CO,Four Corners Lecture Series Presents Kevin Jones (Standing on the Walls of Time) webinar,2020-05-05,11,11
08031,Denver County,CO,"Ask an Archaeologist with Becky Hammond, Steve Copeland, and Susan Ryan",2020-05-07,2,2
08031,Denver County,CO,Friends of Cedar Mesa Presents Shanna Diederichs and Meadow Coldon,2020-05-12,8,8
08031,Denver County,CO,Digitizing the Past: Recent 3D Modeling at Crow Canyon with Grant Coffey,2020-05-21,7,7
08031,Denver County,CO,Four Corners Lecture Series Presents Edward Box III,2020-05-28,11,12
08031,Denver County,CO,Four Corners Lecture Series Presents Jason Nez: Sacred Landscape Sacred People,2020-06-04,16,16
08031,Denver County,CO,"Mimbres: Dimples, Slip-Slop, and Clapboard – What They Are and Why They Matter with Dr. Steve Lekson",2020-06-11,16,16
08031,Denver County,CO,Wild Wisdom: Essential Food and Medicine of the Land,2020-06-18,12,12
08031,Denver County,CO,Four Corners Lecture Series Presents Michelle Turner: Archaeology of the Aztec North Great House,2020-06-25,18,18
08031,Denver County,CO,The Archaeology of Food and Social Transformation with Sarah Oas,2020-07-02,7,7
08031,Denver County,CO,Leaving Footprints in the Ancient Southwest with Ben Bellorado,2020-07-09,9,9
08031,Denver County,CO,Historic Influences in Contemporary Pueblo Pottery with Charles King,2020-07-16,12,12
08031,Denver County,CO,Four Corners Lecture Series Presents Languages of the Landscape: The Cedar Mesa Perishables Project,2020-07-23,23,24
08031,Denver County,CO,New Approaches to Old Questions in Fremont Archaeology with Katie Richards,2020-07-30,8,8
08031,Denver County,CO,Four Corners Lecture Series Presents Dr. Jim Allison,2020-08-06,7,7
08031,Denver County,CO,Four Corners Lecture Series Presents Robert Weiner,2020-08-13,13,13
08031,Denver County,CO,Four Corners Lecture Series Presents Genevieve Woodhead,2020-08-20,16,16
08031,Denver County,CO,Why Do We Call Them Kivas?,2020-08-27,15,15
08031,Denver County,CO,Exploring the Interplay between Climate and People in the Ancient US Southwest,2020-09-03,9,9
08031,Denver County,CO,"Worlds Forever Changed The Vázquez de Coronado Expedition to Central New Mexico, 1540-1542",2020-09-10,9,9
08031,Denver County,CO,Exploring Social Environments in the Southeast and Southwest with Catherine Cameron,2020-09-17,6,6
08031,Denver County,CO,Four Corners Lecture Series presents Ute History with Rebecca Hammond,2020-09-24,12,12
08031,Denver County,CO,Color in the Ancestral Pueblo Southwest with Dr. Marit Munson,2020-10-01,10,10
08031,Denver County,CO,Four Corners Lecture Series presents CCAC: Making History in the Mesa Verde Region,2020-10-08,5,5
08031,Denver County,CO,Crow Canyon Annual Meeting,2020-10-10,5,5
08031,Denver County,CO,"Studying Casas Grandes Ceramics from the Midwest to Chihuahua, Mexico with Samantha Bomkamp",2020-10-15,4,4
08031,Denver County,CO,San Juan Red Ware & Social Networks across the Southwest with Robert Bischoff,2020-10-22,3,3
08031,Denver County,CO,An Embarrassment of Riches: Large Tree-Ring Datasets and the Reconstruction of Pre-Columbian History,2020-10-29,8,8
08031,Denver County,CO,Pueblo Archaeological & Historical Society presents The Archaeology of Rock Art w/ Dr. Loendorf,2020-11-05,13,13
08031,Denver County,CO,Phiogeh: A Classic Period Tewa Community in New Mexico with Patrick Cruz,2020-11-12,5,5
08031,Denver County,CO,How Prevalent Was Ancestral Pueblo Garden Hunting? with Jonathan Dombrosky,2020-11-19,2,2
08031,Denver County,CO,"Pueblo Archaeological & Historical Society presents Barger Gulch, A Folsom Campsite w/ Dr. Surovell",2020-12-03,9,9
28033,DeSoto County,MS,Southwest Indian Arts Webinar: Origins and Revivals,2020-04-28,1,1
20041,Dickinson County,KS,Wild Wisdom: Essential Food and Medicine of the Land,2020-06-18,1,1
20041,Dickinson County,KS,Exploring the Interplay between Climate and People in the Ancient US Southwest,2020-09-03,1,1
20041,Dickinson County,KS,"Worlds Forever Changed The Vázquez de Coronado Expedition to Central New Mexico, 1540-1542",2020-09-10,1,1
20041,Dickinson County,KS,"Studying Casas Grandes Ceramics from the Midwest to Chihuahua, Mexico with Samantha Bomkamp",2020-10-15,1,1
11001,District of Columbia,DC,Climate and Culture Online Seminar,2020-01-24,1,1
11001,District of Columbia,DC,Four Corners Lecture Series Presents Dr. Kellam Throgmorton,2020-04-07,1,1
11001,District of Columbia,DC,Discover Archaeology: Food Webs with Dr. Stefani Crabtree,2020-04-23,3,3
11001,District of Columbia,DC,"Discover Archaeology: ""The T-Door is an Enigma..."" with Dr. Steve Lekson",2020-04-30,2,2
11001,District of Columbia,DC,Four Corners Lecture Series Presents Kevin Jones (Standing on the Walls of Time) webinar,2020-05-05,1,1
11001,District of Columbia,DC,Friends of Cedar Mesa Presents Shanna Diederichs and Meadow Coldon,2020-05-12,1,1
11001,District of Columbia,DC,Digitizing the Past: Recent 3D Modeling at Crow Canyon with Grant Coffey,2020-05-21,1,1
11001,District of Columbia,DC,Four Corners Lecture Series Presents Edward Box III,2020-05-28,1,1
11001,District of Columbia,DC,"Mimbres: Dimples, Slip-Slop, and Clapboard – What They Are and Why They Matter with Dr. Steve Lekson",2020-06-11,2,2
11001,District of Columbia,DC,Historic Influences in Contemporary Pueblo Pottery with Charles King,2020-07-16,1,1
11001,District of Columbia,DC,New Approaches to Old Questions in Fremont Archaeology with Katie Richards,2020-07-30,1,1
11001,District of Columbia,DC,Four Corners Lecture Series Presents Dr. Jim Allison,2020-08-06,1,1
11001,District of Columbia,DC,Four Corners Lecture Series Presents Robert Weiner,2020-08-13,2,2
11001,District of Columbia,DC,Four Corners Lecture Series Presents Genevieve Woodhead,2020-08-20,2,2
11001,District of Columbia,DC,Why Do We Call Them Kivas?,2020-08-27,3,3
11001,District of Columbia,DC,Exploring the Interplay between Climate and People in the Ancient US Southwest,2020-09-03,2,2
11001,District of Columbia,DC,"Worlds Forever Changed The Vázquez de Coronado Expedition to Central New Mexico, 1540-1542",2020-09-10,1,1
11001,District of Columbia,DC,Four Corners Lecture Series presents Ute History with Rebecca Hammond,2020-09-24,3,3
11001,District of Columbia,DC,Color in the Ancestral Pueblo Southwest with Dr. Marit Munson,2020-10-01,2,2
11001,District of Columbia,DC,Four Corners Lecture Series presents CCAC: Making History in the Mesa Verde Region,2020-10-08,1,1
11001,District of Columbia,DC,"Studying Casas Grandes Ceramics from the Midwest to Chihuahua, Mexico with Samantha Bomkamp",2020-10-15,2,2
11001,District of Columbia,DC,An Embarrassment of Riches: Large Tree-Ring Datasets and the Reconstruction of Pre-Columbian History,2020-10-29,1,1
11001,District of Columbia,DC,Pueblo Archaeological & Historical Society presents The Archaeology of Rock Art w/ Dr. Loendorf,2020-11-05,1,1
11001,District of Columbia,DC,Phiogeh: A Classic Period Tewa Community in New Mexico with Patrick Cruz,2020-11-12,2,2
11001,District of Columbia,DC,How Prevalent Was Ancestral Pueblo Garden Hunting? with Jonathan Dombrosky,2020-11-19,1,1
11001,District of Columbia,DC,"Pueblo Archaeological & Historical Society presents Barger Gulch, A Folsom Campsite w/ Dr. Surovell",2020-12-03,4,4
08033,Dolores County,CO,Climate and Culture Online Seminar,2020-01-24,8,8
08033,Dolores County,CO,Discover Archaeology: Updates from the Northern Chaco Outliers Project,2020-03-26,5,5
08033,Dolores County,CO,The Art of Weaving: A Crow Canyon Webinar,2020-04-01,2,2
08033,Dolores County,CO,Four Corners Lecture Series Presents Dr. Kellam Throgmorton,2020-04-07,15,15
08033,Dolores County,CO,Discover Archaeology: Flintknapping Demonstration by Tyson Hughes,2020-04-09,7,7
08033,Dolores County,CO,Discover Archaeology: Pueblo Farming Project Webinar with Mark Varien and Paul Ermigiotti,2020-04-16,6,6
08033,Dolores County,CO,Discover Archaeology: Food Webs with Dr. Stefani Crabtree,2020-04-23,10,10
08033,Dolores County,CO,Southwest Indian Arts Webinar: Origins and Revivals,2020-04-28,8,8
08033,Dolores County,CO,"Discover Archaeology: ""The T-Door is an Enigma..."" with Dr. Steve Lekson",2020-04-30,10,10
08033,Dolores County,CO,Four Corners Lecture Series Presents Kevin Jones (Standing on the Walls of Time) webinar,2020-05-05,8,8
08033,Dolores County,CO,"Ask an Archaeologist with Becky Hammond, Steve Copeland, and Susan Ryan",2020-05-07,6,6
08033,Dolores County,CO,Friends of Cedar Mesa Presents Shanna Diederichs and Meadow Coldon,2020-05-12,8,8
08033,Dolores County,CO,Digitizing the Past: Recent 3D Modeling at Crow Canyon with Grant Coffey,2020-05-21,4,4
08033,Dolores County,CO,Four Corners Lecture Series Presents Edward Box III,2020-05-28,7,7
08033,Dolores County,CO,Four Corners Lecture Series Presents Jason Nez: Sacred Landscape Sacred People,2020-06-04,14,14
08033,Dolores County,CO,"Mimbres: Dimples, Slip-Slop, and Clapboard – What They Are and Why They Matter with Dr. Steve Lekson",2020-06-11,6,6
08033,Dolores County,CO,Wild Wisdom: Essential Food and Medicine of the Land,2020-06-18,4,4
08033,Dolores County,CO,Four Corners Lecture Series Presents Michelle Turner: Archaeology of the Aztec North Great House,2020-06-25,9,9
08033,Dolores County,CO,The Archaeology of Food and Social Transformation with Sarah Oas,2020-07-02,5,5
08033,Dolores County,CO,Leaving Footprints in the Ancient Southwest with Ben Bellorado,2020-07-09,10,10
08033,Dolores County,CO,Historic Influences in Contemporary Pueblo Pottery with Charles King,2020-07-16,6,6
08033,Dolores County,CO,Four Corners Lecture Series Presents Languages of the Landscape: The Cedar Mesa Perishables Project,2020-07-23,14,14
08033,Dolores County,CO,New Approaches to Old Questions in Fremont Archaeology with Katie Richards,2020-07-30,8,8
08033,Dolores County,CO,Four Corners Lecture Series Presents Dr. Jim Allison,2020-08-06,6,6
08033,Dolores County,CO,Four Corners Lecture Series Presents Robert Weiner,2020-08-13,13,13
08033,Dolores County,CO,Four Corners Lecture Series Presents Genevieve Woodhead,2020-08-20,5,5
08033,Dolores County,CO,Why Do We Call Them Kivas?,2020-08-27,9,9
08033,Dolores County,CO,Exploring the Interplay between Climate and People in the Ancient US Southwest,2020-09-03,5,5
08033,Dolores County,CO,"Worlds Forever Changed The Vázquez de Coronado Expedition to Central New Mexico, 1540-1542",2020-09-10,6,6
08033,Dolores County,CO,Exploring Social Environments in the Southeast and Southwest with Catherine Cameron,2020-09-17,9,9
08033,Dolores County,CO,Four Corners Lecture Series presents Ute History with Rebecca Hammond,2020-09-24,12,12
08033,Dolores County,CO,Color in the Ancestral Pueblo Southwest with Dr. Marit Munson,2020-10-01,8,8
08033,Dolores County,CO,Four Corners Lecture Series presents CCAC: Making History in the Mesa Verde Region,2020-10-08,9,9
08033,Dolores County,CO,Crow Canyon Annual Meeting,2020-10-10,5,5
08033,Dolores County,CO,"Studying Casas Grandes Ceramics from the Midwest to Chihuahua, Mexico with Samantha Bomkamp",2020-10-15,5,5
08033,Dolores County,CO,San Juan Red Ware & Social Networks across the Southwest with Robert Bischoff,2020-10-22,4,4
08033,Dolores County,CO,An Embarrassment of Riches: Large Tree-Ring Datasets and the Reconstruction of Pre-Columbian History,2020-10-29,5,5
08033,Dolores County,CO,Pueblo Archaeological & Historical Society presents The Archaeology of Rock Art w/ Dr. Loendorf,2020-11-05,8,8
08033,Dolores County,CO,Phiogeh: A Classic Period Tewa Community in New Mexico with Patrick Cruz,2020-11-12,4,4
08033,Dolores County,CO,How Prevalent Was Ancestral Pueblo Garden Hunting? with Jonathan Dombrosky,2020-11-19,5,5
08033,Dolores County,CO,"Pueblo Archaeological & Historical Society presents Barger Gulch, A Folsom Campsite w/ Dr. Surovell",2020-12-03,9,9
08033,Dolores County,CO,Seasons of Navajo II with William Tsosie Jr.,2021-01-07,2,2
35013,Dona Ana County,NM,Climate and Culture Online Seminar,2020-01-24,4,5
35013,Dona Ana County,NM,Discover Archaeology: Updates from the Northern Chaco Outliers Project,2020-03-26,1,1
35013,Dona Ana County,NM,Four Corners Lecture Series Presents Dr. Kellam Throgmorton,2020-04-07,2,2
35013,Dona Ana County,NM,Discover Archaeology: Pueblo Farming Project Webinar with Mark Varien and Paul Ermigiotti,2020-04-16,2,2
35013,Dona Ana County,NM,Discover Archaeology: Food Webs with Dr. Stefani Crabtree,2020-04-23,1,1
35013,Dona Ana County,NM,Digitizing the Past: Recent 3D Modeling at Crow Canyon with Grant Coffey,2020-05-21,1,1
35013,Dona Ana County,NM,Four Corners Lecture Series Presents Jason Nez: Sacred Landscape Sacred People,2020-06-04,1,1
35013,Dona Ana County,NM,"Mimbres: Dimples, Slip-Slop, and Clapboard – What They Are and Why They Matter with Dr. Steve Lekson",2020-06-11,2,2
35013,Dona Ana County,NM,Four Corners Lecture Series Presents Michelle Turner: Archaeology of the Aztec North Great House,2020-06-25,1,1
35013,Dona Ana County,NM,Leaving Footprints in the Ancient Southwest with Ben Bellorado,2020-07-09,1,1
35013,Dona Ana County,NM,Historic Influences in Contemporary Pueblo Pottery with Charles King,2020-07-16,1,1
35013,Dona Ana County,NM,Four Corners Lecture Series Presents Languages of the Landscape: The Cedar Mesa Perishables Project,2020-07-23,3,3
35013,Dona Ana County,NM,New Approaches to Old Questions in Fremont Archaeology with Katie Richards,2020-07-30,2,2
35013,Dona Ana County,NM,Four Corners Lecture Series Presents Dr. Jim Allison,2020-08-06,2,2
35013,Dona Ana County,NM,Four Corners Lecture Series Presents Robert Weiner,2020-08-13,4,4
35013,Dona Ana County,NM,Four Corners Lecture Series Presents Genevieve Woodhead,2020-08-20,1,1
35013,Dona Ana County,NM,Why Do We Call Them Kivas?,2020-08-27,4,4
35013,Dona Ana County,NM,Exploring the Interplay between Climate and People in the Ancient US Southwest,2020-09-03,2,2
35013,Dona Ana County,NM,"Worlds Forever Changed The Vázquez de Coronado Expedition to Central New Mexico, 1540-1542",2020-09-10,3,3
35013,Dona Ana County,NM,Exploring Social Environments in the Southeast and Southwest with Catherine Cameron,2020-09-17,1,1
35013,Dona Ana County,NM,Four Corners Lecture Series presents Ute History with Rebecca Hammond,2020-09-24,1,1
35013,Dona Ana County,NM,Color in the Ancestral Pueblo Southwest with Dr. Marit Munson,2020-10-01,1,1
35013,Dona Ana County,NM,Four Corners Lecture Series presents CCAC: Making History in the Mesa Verde Region,2020-10-08,1,1
35013,Dona Ana County,NM,Crow Canyon Annual Meeting,2020-10-10,3,3
35013,Dona Ana County,NM,"Studying Casas Grandes Ceramics from the Midwest to Chihuahua, Mexico with Samantha Bomkamp",2020-10-15,3,3
35013,Dona Ana County,NM,San Juan Red Ware & Social Networks across the Southwest with Robert Bischoff,2020-10-22,3,3
35013,Dona Ana County,NM,An Embarrassment of Riches: Large Tree-Ring Datasets and the Reconstruction of Pre-Columbian History,2020-10-29,2,2
35013,Dona Ana County,NM,Pueblo Archaeological & Historical Society presents The Archaeology of Rock Art w/ Dr. Loendorf,2020-11-05,4,4
35013,Dona Ana County,NM,Phiogeh: A Classic Period Tewa Community in New Mexico with Patrick Cruz,2020-11-12,4,4
35013,Dona Ana County,NM,How Prevalent Was Ancestral Pueblo Garden Hunting? with Jonathan Dombrosky,2020-11-19,3,3
35013,Dona Ana County,NM,"Pueblo Archaeological & Historical Society presents Barger Gulch, A Folsom Campsite w/ Dr. Surovell",2020-12-03,3,3
08035,Douglas County,CO,Climate and Culture Online Seminar,2020-01-24,4,4
08035,Douglas County,CO,Discover Archaeology: Updates from the Northern Chaco Outliers Project,2020-03-26,8,9
08035,Douglas County,CO,Four Corners Lecture Series Presents Dr. Kellam Throgmorton,2020-04-07,8,8
08035,Douglas County,CO,Discover Archaeology: Flintknapping Demonstration by Tyson Hughes,2020-04-09,2,2
08035,Douglas County,CO,Discover Archaeology: Pueblo Farming Project Webinar with Mark Varien and Paul Ermigiotti,2020-04-16,5,5
08035,Douglas County,CO,Discover Archaeology: Food Webs with Dr. Stefani Crabtree,2020-04-23,4,4
08035,Douglas County,CO,Southwest Indian Arts Webinar: Origins and Revivals,2020-04-28,4,4
08035,Douglas County,CO,"Discover Archaeology: ""The T-Door is an Enigma..."" with Dr. Steve Lekson",2020-04-30,10,10
08035,Douglas County,CO,Four Corners Lecture Series Presents Kevin Jones (Standing on the Walls of Time) webinar,2020-05-05,5,5
08035,Douglas County,CO,"Ask an Archaeologist with Becky Hammond, Steve Copeland, and Susan Ryan",2020-05-07,1,1
08035,Douglas County,CO,Friends of Cedar Mesa Presents Shanna Diederichs and Meadow Coldon,2020-05-12,5,5
08035,Douglas County,CO,Digitizing the Past: Recent 3D Modeling at Crow Canyon with Grant Coffey,2020-05-21,5,5
08035,Douglas County,CO,Four Corners Lecture Series Presents Edward Box III,2020-05-28,11,11
